coordinates
              latitude          longitude ilosc
204         52.1722074 21.018575554285714     1
205 52.180959566666665 21.010520955555556     1
206      52.1713963375     21.00291814375     1
207  52.16322142254902 20.995066493137255     1
208  52.18136727307692  21.02669398653846     1
209 52.187942182608694  21.03244294347826     2
210    52.175978834375    21.028171028125     1
211  52.17343804444444 21.027551096296296     1
212         52.1705303  21.02488277027027     1
213  52.16789108605769 21.059123710576923     1
214  52.18315593076923  21.05020929230769     1
215  52.18092423421053 21.051941768421052     1
216  52.17547033076923 21.051737669230768     1
217 52.177907492307696         21.0573219     3
218 52.153047325773194 21.049973769329895     5
219  52.15316438154762          21.047013     4
220 52.154066848497855 21.025506088412016     3
221  52.15128406357143 21.050317382857145     3
222  52.14623345462963 21.064318319444446     1
223  52.14388405714286  21.05849262857143     1
224     52.13948775625         21.0446526     1
225  52.13419012371134 21.070683565206185     1
226  52.14637916666667 21.065906713972055     2
227  52.15517103690476 21.006440682142856     1
228  52.13812558248588  21.01045638220339     1
229   52.1288702972973 21.022518686486485     3
230  52.11692343461539  21.01449752692308     1
231  52.10742610039526 21.027682929249014     1
232  52.18935424210526 21.061345836842104     2
233 52.193572418367346  21.06276423265306     1
234  52.18213670952381 21.069052942857144     2
235  52.18819155882353 21.052516470588234     1
236 52.182989059259256 21.059759414814813     1
237 52.183942859574465 21.062639921276595     1
238 52.190609570212764 21.054926478723402     1
239  52.17234726861314  21.07346174562044     1
240         52.1730256 21.065638641666666     1
241 52.160896197019866 21.072164085430465     3
242 52.335449559090904 21.006295486363637     1
243  52.33162607333333  21.01876417384615     1
244  52.33344628181818  20.97024283636364     1
245   52.3180548328125   20.9596524546875     5
246  52.31931895789474         20.9556579     3
247  52.32854013193277 20.946423686554624     1
248  52.33300118457143  20.93670693714286     3
249       52.335471328       20.952702156     1
250  52.32610587464789  20.94801433239437     1
251 52.343901173913046 20.941138478260868     1
252  52.34049968106796 20.945381568446603     1
253  52.34246254401544 20.960825016988416     1
254  52.31288908897638 20.966138855905513     1
255  52.31954435769231 20.946161996153847     1
256  52.31506207966102  20.96432603983051     1
257   52.3065216703125      20.9927158875     1
258       52.304965475         20.9920328     1
259        52.29988818 21.044686263333332     1
260    52.298902909375    21.035536871875     1
261  52.29276752380952 21.032505735714288     1
262  52.29447863406593 21.035932132967034     2
263   52.3193480971564  21.03106202251185     4
264 52.313116484249086   21.0313662025641     1
265  52.30345048055556  21.04249741388889     1
266        52.30160801        21.04006425     1
267  52.29044558899083 21.055573211009175     1
268 52.297099551162795 21.059019960465115     1
269 52.325382724949904 21.066389853406815     3
270 52.331023208415004 21.050877717843868     3
271   52.3176481975052 21.074137886070687     3
272  52.29286279285714 21.052890085714285     1
273   52.2684733390625    21.017334103125     1
274       52.285652688 21.025857652000003     2
275  52.28176410333334        21.02319412     1
276  52.28481760208333 21.026481522916665     1
277  52.28857984705882  21.03471066470588     2
278 52.287756404545455 21.044304081818183     1
279  52.28766818139535 21.028876790697673     1
280  52.28879856388889 21.024209619444445     2
281 52.296193330952384 21.045794216666664     1
282         51.2264948 20.853874598831773     1
283     52.26004896875     21.04485669375     1
284 52.264440551724135 21.042719972413792     1
285          52.257912 21.037865666666665     1
286 52.259942547826086 21.039706347826087     1
287  52.26175946774194 21.041252003225807     1
288 52.263348535294114 21.040874847058824     2
289  52.26565233333333         21.0385546     1
290  52.26049786190477  21.02885629047619     1
291  52.26266937333334  21.02887752666667     1
292        52.26346187        21.02559794     1
293  52.26844296666667 21.047311733333334     2
294  52.27073442857143 21.049996514285713     1
295 52.272987228571424         21.0443907     1
296  52.27297205238096 21.045737414285714     3
297  52.26851291818182  21.05665889090909     1
298  52.27279338333333 21.053371533333333     1
299 52.276535547222224  21.06168527361111     2
300 52.286160853913046 21.084009236521737     1
301 52.283066454545455 21.081279363636362     2
302       52.289302375 21.082182607954547     1
303  52.25219390833333 21.033140041666666     1
304     52.24992335625     21.03315289375     2
305     52.25057155625     21.03264094375     1
306       52.249820475     21.03742588125     1
307        52.24784675         21.0499711     1
308 52.250018042307694 21.040400823076922     2
309        52.25333474 21.035420180000003     1
310 52.250373706666664 21.037528746666666     1
311  52.24898197142857  21.04555952142857     1
312  52.25113814090909 21.040506186363636     1
313  52.25372694615384 21.043373869230766     2
314  52.25457311333333  21.04317492222222     1
315 52.252481964285714 21.042546235714287     1
316  52.25449363333333         21.0526704     1
317  52.24989603333333         21.0718263     1
318        52.24498052 21.072468484999998     1
319  52.23675495789474 21.049548078947367     3
320        52.23626742       21.052748744     1
321  52.23928723777777  21.05897321111111     1
322  52.23470262735042 21.066454917094017     1
323 52.230947322000006        21.06480496     2
324  52.23077716363636 21.059532327272727     1
325        52.22695645        21.06191605     1
326      52.2285098125      21.0646568375     1
327  52.22549935714286  21.07114509047619     5
328  52.22630830243902 21.065888190243903     2
329  52.22416547142857 21.062483485714285     1
330  52.22424476666667 21.066410405128206     4
331 52.225571191463416  21.10209961097561     4
332 52.224913320708445 21.093876632425065     4
333 52.219087842464454 21.110178092606635     6
 [ reached 'max' / getOption("max.print") -- omitted 4462 rows ]
> gminy_unikaty
Simple feature collection with 2247 features and 36 fields
Geometry type: MULTIPOLYGON
Dimension:     XY
Bounding box:  xmin: 14.12288 ymin: 49.00204 xmax: 24.14578 ymax: 54.83642
Geodetic CRS:  WGS 84
First 10 features:
   gml_id JPT_SJR_KO JPT_POWIER JPT_KOD_JE     JPT_NAZWA_ JPT_ORGAN_ JPT_JOR_ID WERSJA_OD WERSJA_DO WAZNY_OD WAZNY_DO JPT_KOD__1 JPT_NAZWA1
1    <NA>        GMI       4889    3215011     Szczecinek       <NA>      13151  20120926         0 20120926        0       <NA>       <NA>
2    <NA>        GMI      15063    0619072   Wola Uhruska       <NA>      13176  20120926         0 20120926        0       <NA>       <NA>
3    <NA>        GMI      19465    2214023          Gniew       <NA>      13208  20120926         0 20120926        0       <NA>       <NA>
4    <NA>        GMI       9068    2214032    Morzeszczyn       <NA>      13208  20120926         0 20120926        0       <NA>       <NA>
5    <NA>        GMI      10903    1406062      Jasieniec       <NA>      13265  20120926         0 20120926        0       <NA>       <NA>
6    <NA>        GMI      24419    1407053      Kozienice       <NA>      13266  20120926         0 20120926        0       <NA>       <NA>
7    <NA>        GMI      12143    1811052         Mielec       <NA>      13407  20120926         0 20120926        0       <NA>       <NA>
8    <NA>        GMI       5541    1811022         Borowa       <NA>      13407  20120926         0 20120926        0       <NA>       <NA>
9    <NA>        GMI       7152    1811062 Padew Narodowa       <NA>      13407  20120926         0 20120926        0       <NA>       <NA>
10   <NA>        GMI       7417    1213062       Oświęcim       <NA>      13325  20120926         0 20120926        0       <NA>       <NA>
   JPT_ORGAN1 JPT_WAZNA_ ID_BUFORA_ ID_BUFORA1 ID_TECHNIC   IIP_PRZEST                           IIP_IDENTY                IIP_WERSJA
1         NZN        NZN      13616          0     828110 PL.PZGIK.200 f3535d28-7251-4b68-b534-c815f3f89259 2012-09-26T22:34:52+02:00
2         NZN        NZN      13642          0     828350 PL.PZGIK.200 80f0f2c3-cc9a-46c6-b106-a0b3f90742ad 2012-09-26T22:43:18+02:00
3         NZN        NZN      13674          0     828600 PL.PZGIK.200 4f9983c1-4c61-4908-a51a-8e5ca6b22d54 2012-09-26T22:46:25+02:00
4         NZN        NZN      13674          0     828604 PL.PZGIK.200 94e48aeb-a203-4d29-ba01-9aba199c1fb8 2012-09-26T22:46:25+02:00
5         NZN        NZN      13731          0     826035 PL.PZGIK.200 f12aa5e1-8849-46a4-bad2-ccf226bdcad0 2012-09-26T21:57:51+02:00
6         NZN        NZN      13732          0     826050 PL.PZGIK.200 03ad8d48-35dc-4fc8-8e3d-cdf01d08fee2 2012-09-26T21:58:00+02:00
7         NZN        NZN      13767          0     826304 PL.PZGIK.200 606cd21b-7250-4a14-a951-eb4493e1ef0b 2012-09-26T22:01:24+02:00
8         NZN        NZN      13767          0     826307 PL.PZGIK.200 2db4e6cb-71bc-457f-98f5-8f216aecbde7 2012-09-26T22:01:24+02:00
9         NZN        NZN      13767          0     826309 PL.PZGIK.200 bd60aaa9-2ae5-44b1-9268-c0a798b79cc7 2012-09-26T22:01:24+02:00
10        NZN        NZN      13793          0     826565 PL.PZGIK.200 0ced91c1-f9ee-4499-b395-d2354acfba6c 2012-09-26T22:11:49+02:00
   JPT_KJ_IIP JPT_KJ_I_1 JPT_KJ_I_2 JPT_OPIS JPT_SPS_KO ID_BUFOR_1 JPT_ID JPT_POWI_1 JPT_KJ_I_3 JPT_GEOMET JPT_GEOM_1    SHAPE_LENG
1        EGIB    3215011       <NA>     <NA>        UZG          0 828110          0       <NA>          0          0   .5910644718
2        EGIB    0619072       <NA>     <NA>        UZG          0 828350          0       <NA>          0          0 1.26667897699
3        EGIB    2214023       <NA>     <NA>        UZG          0 828600          0       <NA>          0          0 1.17648653548
4        EGIB    2214032       <NA>     <NA>        UZG          0 828604          0       <NA>          0          0  .71824335003
5        EGIB    1406062       <NA>     <NA>        UZG          0 826035          0       <NA>          0          0  .72102677759
6        EGIB    1407053       <NA>     <NA>        UZG          0 826050          0       <NA>          0          0 1.21859070844
7        EGIB    1811052       <NA>     <NA>        UZG          0 826304          0       <NA>          0          0 1.31379185096
8        EGIB    1811022       <NA>     <NA>        UZG          0 826307          0       <NA>          0          0  .50642846078
9        EGIB    1811062       <NA>     <NA>        UZG          0 826309          0       <NA>          0          0  .70228811549
10       EGIB    1213062       <NA>     <NA>        UZG          0 826565          0       <NA>          0          0 1.03543521462
     SHAPE_AREA          REGON RODZAJ                       geometry
1  .00659579547 33092090800000  gmina MULTIPOLYGON (((16.70842 53...
2  .01943350175 11019785900000  gmina MULTIPOLYGON (((23.62785 51...
3  .02647713213 19167529600000  gmina MULTIPOLYGON (((18.72553 53...
4  .01244126039 19167531000000  gmina MULTIPOLYGON (((18.64127 53...
5  .01410220051 67022372900000  gmina MULTIPOLYGON (((20.99269 51...
6  .03165358518 67022333300000  gmina MULTIPOLYGON (((21.58891 51...
7  .01548215139 69058191000000  gmina MULTIPOLYGON (((21.57641 50...
8  .00699178764 69058188000000  gmina MULTIPOLYGON (((21.38389 50...
9  .00901644681 83040936000000  gmina MULTIPOLYGON (((21.5729 50....
10 .00938374347 07218187600000  gmina MULTIPOLYGON (((19.23759 49...
> 
